0,0,1,0
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,196
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,25,316430
0,0,33,2727026
0,0,34,2522576
0,0,34,1837462
0,0,97,2047468
0,0,98,2009798
0,0,98,2063216
0,0,98,2179100
0,0,99,2074526
0,0,99,1965254
0,0,99,2000228
0,0,98,1913576
0,0,98,2158568
0,0,98,2169704
0,0,34,1958468
0,0,33,1942808
0,0,33,2259836
0,0,33,2186158
0,0,33,1884866
0,0,33,1925930
0,0,33,2025284
0,0,33,1756280
0,0,34,1884692
0,0,34,1945592
0,0,34,2203634
0,0,34,1886954
0,0,34,2148302
0,0,34,2191454
0,0,36,2347096
0,0,100,2561638
0,0,99,2112556
0,0,99,2298668
0,0,98,2306598
0,0,98,2167322
0,0,98,2350990
0,0,99,2432170
0,0,100,2549806
0,0,99,2578874
0,0,50,2190430
0,0,50,2239944
0,0,50,1980260
0,0,50,1926940
0,0,51,1797060
0,0,53,2170038
0,0,52,1844768
0,0,51,2353466
0,0,51,2104136
0,0,51,2130508
0,0,52,2080842
0,0,52,1900850
0,0,53,1940968
0,0,53,2245912
0,0,53,2508576
0,0,51,1963706
0,0,36,2130414
0,0,99,2191888
0,0,99,1984916
0,0,98,2012930
0,0,98,2139700
0,0,97,2125856
0,0,97,1232018
0,0,97,16394
0,0,95,16406
0,0,95,16504
0,0,94,16602
0,0,46,16700
0,0,46,16798
0,0,46,16896
0,0,45,16994
0,0,44,17092
0,0,16,17190
0,0,1,17202
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,196
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,196
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,196
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,196
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,196
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
0,0,1,98
